岗位名称,公司名称,公司规模,工作地区,学历要求,工作经验,薪资,联系电话,工作地点,全职/兼职,岗位描述
会务员,东莞市莞城物业管理有限公司,,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3300-4200元/月,076****1540,东莞市莞城各物业,全职,岗位职责：跟进重大会议、接待，落实会前布置，会中服务，会后收拾整理等全方位工作；负责机关单位业务对接，会议室安排，座台牌设置等负责所管辖区域会议需求服务；
秩序维护员,东莞市达鑫物业管理有限公司,,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,4000-5000元/月,135****3460,东莞市石碣镇达鑫江滨新城,全职,有保安证或退伍军人证，享有技能补贴工资具有良好的客户服务意识，责任心强，有团队合作精神。
保安员,东莞市创意产业中心园区开发有限公司,,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3000-4000元/月,076****2632,东莞市莞城街道南城段莞太路36号联丰商务楼501室,全职,工作负责，服务安排，有安保相关经验优先
物业消防保安员,东莞市福好物业服务有限公司莞城分公司,,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,5000-6000元/月,135****2929,东莞市南城鸿福路68号塞纳嘉园,全职,负责小区消防和监控设施设备的操作，小区日常巡逻、安保等工作，须持有建构筑物消防员中级证书。
业务跟单,东莞市龙翔汽车服务有限公司,,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,8000-30000元/月,158****0156,东莞南城区创意谷2栋301室,全职,有销售经验并热爱销售工作，表达和沟通能力强，有一定抗压能力。职责：负责跟进客户车子的年审年检和车险续保工作。
装配电工讲师,东莞市智汇自动化科技有限公司,100-299人,广东省东莞市莞城街道办事处,大学专科,1-3年,7000-10000元/月,130****9092,东莞市莞城区莞太路79号,全职,1、电气自动化相关专业，装配行业3年工作经验；2、了解装配需求、工艺要求，进行工时估算与报价。3、能看懂电气原理图、掌握选型原则、能装配接线、能识别常见电气故障。正确使用量具、熟练使用钳工工具。4、完成设备通电前测试；传感器信号、I/O信号调试；电机试运行。5、有3C自动化非标与锂电行业经验优先。
洗洁员,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3000-3500元/月,137****9993,东莞各镇街,全职,负责厨具用具清洁，店内卫生保洁，服从安排，吃苦耐劳
水吧员,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,4000-5000元/月,137****9993,东莞各镇街,全职,负责水吧产品制作，服从安排，吃苦耐劳。
服务员,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3500-4500元/月,137****9993,东莞各镇街,全职,负责楼面工作，服从安排，吃苦耐劳。
收银员,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3500-5000元/月,137****9993,东莞各镇街,全职,负责收银设备操作，服从安排，吃苦耐劳。
厨工,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,4000-5000元/月,137****9993,东莞各镇街,全职,有餐饮业相关工作经验，服从安排，吃苦耐劳
厨师长,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,5000-7000元/月,137****9993,东莞各镇街,全职,有餐饮业相关工作经验，服从安排，吃苦耐劳
店长,东莞市鹤留山餐饮管理有限公司莞城分公司,100-299人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,5000-7000元/月,137****9993,东莞各镇街,全职,负责店内运营，处理客户诉求、协调员工关系等
保安员,广东宁泰保安服务有限公司,,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,4500-6000元/月,138****0534,东莞各镇街,全职,身体健康、等，能接受站岗、巡逻工作、接受夜班排班；有保安工作经验优先或退伍军人优先。
业务员,东莞市千溢计算机科技有限公司,49人及以下,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,6000-8000元/月,152****0041,东莞市莞城区东城南路东升大厦,全职,能吃苦耐劳
电脑维护员,东莞市千溢计算机科技有限公司,49人及以下,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,6000-8000元/月,152****0041,东莞市莞城区东城南路东升大厦,全职,"1、熟悉和掌握各种计算机软硬件，可独立进行安装、调试及故障排除；
2、了解局域网的维护及网络安全知识，可熟练进行局域网的搭建和网络设备的基本维护和故障处理；
3、熟悉电脑周边设备（打印机、扫描仪、传真机、复印机、投影仪、自助终端机等）安装与维护。
（可应届毕业生"
新媒体运营,东莞贝乐动漫文化有限公司,50-99人,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,6000-8000元/月,131****0219,东莞市莞城街道莞太路34号东莞市创意产业中心园区10号楼201,全职,1、1年以上直播运营经验，熟悉抖音直播和平台规则、具备抖音、小红书电商直播经验者优先；2、良好的沟通协作能力、团队合作意识，责任心强，做事细心；3、情商较高，能有效处理好与组员、主播及粉丝之间的关系；4、能接受弹性工作时间。
直播,东莞贝乐动漫文化有限公司,50-99人,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,8000-14000元/月,131****0219,东莞市莞城街道莞太路34号东莞市创意产业中心园区10号楼201,全职,"1、账号运营:负责抖音账号创建、运营工作，包括但不限于优化主页、详情页，制定视频文案，评论、私信回复和互动，平台各类活动策划等;提升抖音账号影响力、粉丝数量及活跃度;
2、店铺运营:熟悉商品发布规则，梳理商品类目，;
3、直播策划:负责抖音直播的整体规划和运营，负责定制直播活动的整体规划，包括主题策划、制定直播脚本、内容玩法、商品组合、流程执行等;对运营数据、目标业绩负责;
4、.数据分析:针对直播数据持续监控，进行统计、分析和调整抖音投放策略并定期形成分析报告，根据用户画像建立有效运营及内容产出，提高用户的关注度和转化率;
5、行业分析:关注行业动态，了解直播动态，及时提出对产品、合作改进方案；
6、完成小组直播间业绩指标，完成月度及年度业绩任务及提升转化；
7、负责小组的管理工作，了解成员工作状态。.
8、其他部门或直播间工作对接，对小组直播间货物出入库数据负责；
9、完成上级领导交代的其他工作。"""
业务经理,东莞市联桦汇业包装产品有限公司,,广东省东莞市莞城街道办事处,中等专科,无工作经验要求,5000-8000元/月,136****0303,东莞市莞城街道学院路249号联梓大厦,全职,负责在店面的销售管理维护工作
后勤维护员,东莞市联桦汇业包装产品有限公司,,广东省东莞市莞城街道办事处,中等专科,无工作经验要求,4000-7000元/月,136****0303,东莞市莞城街道学院路249号联梓大厦,全职,新媒体应用和电脑操作熟练，有电商运营经验优先
店务文员,东莞市联桦汇业包装产品有限公司,,广东省东莞市莞城街道办事处,中等专科,无工作经验要求,4000-6000元/月,136****0303,东莞市莞城街道学院路249号联梓大厦,全职,负责店面工作
物业电梯维保员,东莞万御安防科技服务有限公司,500-999人,广东省东莞市莞城街道办事处,中等专科,1年以下,5200-6400元/月,185****2887,东莞市莞城街道东城南路莞城段115号711室（东升大厦）,全职,负责电梯的正常运行和维修保养工作 。负责电梯及附属设备的维修保养和故障检修工作，保证电梯的正常运行。
物业维修电工,东莞万御安防科技服务有限公司,500-999人,广东省东莞市莞城街道办事处,中等专科,1年以下,5000-6000元/月,185****2887,东莞市莞城街道东城南路莞城段115号711室（东升大厦）,全职,负责小区或写字楼或商场基础设施设备的运行、维护、保养;负责智能化安防工程的技术调试和售后维护工作（门禁、对讲、周界、停车场、监控等）
物业安全员,东莞万御安防科技服务有限公司,500-999人,广东省东莞市莞城街道办事处,中等专科,1年以下,5000-6000元/月,185****2887,东莞市莞城街道东城南路莞城段115号711室（东升大厦）,全职,门卫守卫服务：客户通行、访客核实管理、外来人员（快递、外卖、中介、装修、家政、搬家等）管理、公务人员及媒体接待
会计,广东艺林绿化工程有限公司,1000-9999人,广东省东莞市莞城街道办事处,大学专科,1-3年,6000-6500元/月,137****3377,东莞万江坝头社区坝翔商业街1号104,全职,财务相关大专专业，有全面的财务专业知识，了解会计准则、国家财政政策以及相关的财务、税务等法律法规，熟悉银行（网银）结算业务；熟悉使用Windows、Word、Excel等常用办公软件
营业员,广东杏林春凉茶有限公司,300-499人,广东省东莞市莞城街道办事处,无学历要求,无工作经验要求,3500-6000元/月,137****2128,东莞市莞城街道罗沙路126号金沙大厦五楼,全职,身体健康，沟通能力强
储备干部,广东杏林春凉茶有限公司,300-499人,广东省东莞市莞城街道办事处,大学专科,无工作经验要求,4000-6000元/月,137****2128,东莞市莞城街道罗沙路126号金沙大厦五楼,全职,大专以上学历，协助经理处理区域日常事务；到辖区内各门店进行监督与指导等
